S.No,Type,Sector,QP Name,QP ID,NSQF Level,Contains Electives/Options,Number of Electives/ Options,Elective/Option Name,Compulsary NOS Count,Elective/Optional NOS count,Total No. of NOS,Version No.,Educational Qualification,Theory for Compulsory NOSs (hours),Practical for Compulsory NOSs (hours),Total Hours for Compulsory NOSs,Elective/Option Theory (hours),Elective/Option Practical (hours),Minimum hours duration for QP (hours),Mandatory OJT ,Recommended OJT ,Curriculum Available ,PH Available,FG Available,Job Roles in PMKVY 2.0,Job Roles in PMKVY 2.0 (9th SC Remarks),Job Roles in PMKVY 2.0 (2018-20),Job Roles Readiness for CSSM
715,QP-NOS,Domestic Worker,General Housekeeper,DWC/Q0102,3,0,0,0,7,0,7,1,"5th Class ,Preferably",80.0,120.0,200.0,0.0,0.0,0.0,0.0,0,Yes,Yes,Yes,Yes,Yes,Yes,0
716,QP-NOS,Domestic Worker,Housekeeper cum Cook,DWC/Q0101,3,0,0,0,9,0,9,1,"5th Class ,Preferably",122.0,278.0,400.0,0.0,0.0,0.0,0.0,144,Yes,Yes,0,Yes,Yes,Yes,0
717,QP-NOS,Domestic Worker,Elderly Caretaker (Non Clinical),DWC/Q0801,3,0,0,0,4,0,4,1,"5th Class ,Preferably",80.0,120.0,200.0,0.0,0.0,0.0,0.0,0,Yes,Yes,0,Yes,Yes,Yes,0
718,QP-NOS,Domestic Worker,Baby Caregiver,DWC/Q0202,4,0,0,0,6,0,6,1,8th Standard,120.0,240.0,360.0,0.0,0.0,0.0,0.0,140,Yes,Yes,Yes,0,0,0,0
719,QP-NOS,Domestic Worker,Caregiver – Mother and Newborn,DWC/Q0203,4,0,0,0,6,0,6,1,10th Standard,130.0,270.0,400.0,0.0,0.0,0.0,0.0,0,Yes,0,0,0,0,0,0
720,QP-NOS,Domestic Worker,Household Multipurpose Executive,DWC/Q0103,4,0,0,0,6,0,6,1,10th Standard,120.0,240.0,360.0,0.0,0.0,0.0,0.0,150,Yes,0,0,0,0,0,0
721,QP-NOS,Domestic Worker,Home Cook,DWC/Q1701,4,0,0,0,6,1,7,1,5th Standard Pass,120.0,220.0,340.0,55.0,120.0,245.0,0.0,130,Yes,Yes,0,0,0,0,0
722,QP-NOS,Domestic Worker,Caregiver - Person with Disability (Non Clinical),DWC/Q0301,4,0,0,0,8,0,8,1,8th Standard pass,150.0,250.0,400.0,0.0,0.0,0.0,0.0,120,Yes,0,0,0,0,0,0
723,QP-NOS,Electronics & Hardware,Access Controls Installation Technician,ELE/Q4608,4,0,0,0,3,0,3,1,ITI/Diploma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,Yes,0,0,0,0,0
724,QP-NOS,Electronics & Hardware,Area Sales Officer,ELE/Q7202,5,0,0,0,3,0,3,1,Graduate/BE/MTech.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
725,QP-NOS,Electronics & Hardware,Assembly Line Operator,ELE/Q4301,4,0,0,0,4,0,4,1,12th Class/ITI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
726,QP-NOS,Electronics & Hardware,Assembly Operator Capacitor,ELE/Q0113,4,0,0,0,3,0,3,1,12th Class/ITI/Diploma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
727,QP-NOS,Electronics & Hardware,Energy Meter Assembly Operator,ELE/Q7304,3,0,0,0,3,0,3,1,12th Class/ITI/Diploma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
728,QP-NOS,Electronics & Hardware,Assembly Operator - PLC,ELE/Q7305,3,0,0,0,4,0,4,1,12th Class/ITI/Diploma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
729,QP-NOS,Electronics & Hardware,UPS Assembly Operator,ELE/Q7301,3,0,0,0,3,0,3,1,10th Class/ITI/Diploma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
730,QP-NOS,Electronics & Hardware,Assembly Operator -  PMD and X-Ray,ELE/Q7801,4,0,0,0,5,0,5,1,ITI/Diploma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
731,QP-NOS,Electronics & Hardware,Assembly Operator - RAC,ELE/Q3501,4,0,0,0,4,0,4,1,10th Class/ITI/Diploma,180.0,180.0,360.0,0.0,0.0,0.0,0.0,0,Yes,Yes,Yes,0,0,Yes,Cat 1 (Phase 1)
732,QP-NOS,Electronics & Hardware,Assembly Operator - TV,ELE/Q3502,4,0,0,0,4,0,4,1,10th Class/ITI/Diploma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
733,QP-NOS,Electronics & Hardware,Assembly Supervisor,ELE/Q6305,5,0,0,0,3,0,3,1,ITI/Diploma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
734,QP-NOS,Electronics & Hardware,Automated Optical Inspection Operator,ELE/Q6601,4,0,0,0,3,0,3,1,ITI/Diploma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
735,QP-NOS,Electronics & Hardware,Auto Tester - Capacitor,ELE/Q0103,4,0,0,0,3,0,3,1,ITI/Diploma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
736,QP-NOS,Electronics & Hardware,Bare Board Testing Operator,ELE/Q2401,4,0,0,0,3,0,3,1,ITI/Diploma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
737,QP-NOS,Electronics & Hardware,Box Assembly Operator,ELE/Q7802,4,0,0,0,5,0,5,1,12th Class/ITI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
738,QP-NOS,Electronics & Hardware,Box-building Assembly Technician,ELE/Q5306,3,0,0,0,3,0,3,1,10th/12th Class,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
739,QP-NOS,Electronics & Hardware,Business Development Executive,ELE/Q1101,5,0,0,0,3,0,3,1,BE/Btech,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
740,QP-NOS,Electronics & Hardware,Calibration Engineer ,ELE/Q8002,4,0,0,0,4,0,4,1,ITI/Diploma/BE/Bio-Med Engineer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
741,QP-NOS,Electronics & Hardware,Capping Operator,ELE/Q0107,3,0,0,0,3,0,3,1,10th/12th Class/ITI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
742,QP-NOS,Electronics & Hardware,CCTV Installation Technician,ELE/Q4605,4,0,0,0,4,0,4,1,ITI,180.0,180.0,360.0,0.0,0.0,0.0,0.0,0,Yes,Yes,Yes,Yes,Yes,Yes,0
743,QP-NOS,Electronics & Hardware,Circuit Imaging Operator ,ELE/Q2201,4,0,0,0,3,0,3,1,10th Class,80.0,120.0,200.0,0.0,0.0,0.0,0.0,0,Yes,0,0,0,0,0,0
744,QP-NOS,Electronics & Hardware,"Coating, Curing & Marking Operator",ELE/Q0110,4,0,0,0,3,0,3,1,12th Class/ITI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
745,QP-NOS,Electronics & Hardware,Component Preparation Operator,ELE/Q5202,3,0,0,0,3,0,3,1,10th/12th Class,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
746,QP-NOS,Electronics & Hardware,Customer Care Executive,ELE/Q4603,3,0,0,0,3,0,3,1,Diploma/BSc.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
747,QP-NOS,Electronics & Hardware,Customer Inspection Technician,ELE/Q6501,4,0,0,0,4,0,4,1,"ITI/Diploma/BE, Btech,",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
748,QP-NOS,Electronics & Hardware,"Cutting, Crimping and Connector Assembly Operator",ELE/Q0115,3,0,0,0,3,0,3,1,12th Class/ITI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
749,QP-NOS,Electronics & Hardware,DAS Set Top Box Installation & Service Technician,ELE/Q8102,4,0,0,0,3,0,3,1,8th Class + 2 yrs/10th,90.0,170.0,260.0,0.0,0.0,0.0,0.0,0,Yes,0,0,0,0,0,0
750,QP-NOS,Electronics & Hardware,Design-for-Manufacture Engineer,ELE/Q6101,5,0,0,0,2,0,2,1,Btech/Mtech,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
751,QP-NOS,Electronics & Hardware,Design-for-Test Engineer,ELE/Q1402,5,0,0,0,2,0,2,1,BE/MTech.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
752,QP-NOS,Electronics & Hardware,Die Bonding Operator,ELE/Q1701,4,0,0,0,3,0,3,1,12th Class/ITI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
753,QP-NOS,Electronics & Hardware,Disk Duplicator,ELE/Q4302,4,0,0,0,3,0,3,1,ITI/Diploma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
754,QP-NOS,Electronics & Hardware,Draftsman,ELE/Q7101,5,0,0,0,2,0,2,1,Diploma/BTech,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
755,QP-NOS,Electronics & Hardware,Drilling Operator ,ELE/Q2102,4,0,0,0,3,0,3,1,10th/12th Class/ITI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
756,QP-NOS,Electronics & Hardware,DTH Set Top Box Installation & Service Technician,ELE/Q8101,4,0,0,0,3,0,3,1,8th Class + 2 yrs/10th,80.0,120.0,200.0,0.0,0.0,0.0,0.0,0,Yes,Yes,Yes,Yes,Yes,Yes,0
757,QP-NOS,Electronics & Hardware,Electrical Assembly Operator – Control Panel,ELE/Q7306,3,0,0,0,3,0,3,1,12th Class/ITI/Diploma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
758,QP-NOS,Electronics & Hardware,Electrical Design Developer,ELE/Q3801,4,0,0,0,2,0,2,1,B.Tech,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
759,QP-NOS,Electronics & Hardware,Electrical Technician,ELE/Q6301,3,0,0,0,3,0,3,1,10th Class/ITI,80.0,120.0,200.0,0.0,0.0,0.0,0.0,0,Yes,Yes,0,0,0,0,0
760,QP-NOS,Electronics & Hardware,Electronic Hardware Design Engineer,ELE/Q6102,5,0,0,0,2,0,2,1,Diploma/BE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
761,QP-NOS,Electronics & Hardware,Embedded Software Engineer,ELE/Q1501,5,0,0,0,2,0,2,1,B.E. (CSI),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
762,QP-NOS,Electronics & Hardware,Encapsulation Operator,ELE/Q1703,4,0,0,0,3,0,3,1,12th Class/ITI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
763,QP-NOS,Electronics & Hardware,Field Engineer - TV,ELE/Q3108,4,0,0,0,4,0,4,1,8th Class/ITI/Diploma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
764,QP-NOS,Electronics & Hardware,Field Engineer - RACW,ELE/Q3105,5,0,0,0,8,0,8,1,"8th standard passed, preferably",180.0,180.0,360.0,0.0,0.0,0.0,0.0,0,Yes,Yes,0,0,0,0,Cat 1 (Phase 1)
765,QP-NOS,Electronics & Hardware,Field Technician - Air Conditioner,ELE/Q3102,4,0,0,0,4,0,4,1,8th Class+ 2 yrs,120.0,180.0,300.0,0.0,0.0,0.0,0.0,0,Yes,Yes,0,0,0,0,Addl Ready
766,QP-NOS,Electronics & Hardware,Field Technician - Computing and Peripherals,ELE/Q4601,4,0,0,0,4,0,4,1,12th Standard Pass,120.0,180.0,300.0,0.0,0.0,0.0,0.0,0,Yes,Yes,Yes,Yes,Yes,Yes,0
767,QP-NOS,Electronics & Hardware,Field Technician - Digital Camera,ELE/Q3107,4,0,0,0,3,0,3,1,8th Class/ITI/Diploma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
768,QP-NOS,Electronics & Hardware,Field Technician - Networking and Storage,ELE/Q4606,4,0,0,0,4,0,4,1,Diploma,180.0,180.0,360.0,0.0,0.0,0.0,0.0,0,Yes,Yes,Yes,Yes,Yes,Yes,0
769,QP-NOS,Electronics & Hardware,Field Technician - Other Home Appliances,ELE/Q3104,4,Option,2,"O1: Water Purifier, O2: Mixer, Juicer, Grinder, Microwave",2,4,6,1,8th Standard passed,180.0,180.0,360.0,0.0,0.0,0.0,0.0,0,Yes,Yes,Yes,Yes,Yes,Yes,0
770,QP-NOS,Electronics & Hardware,Field Technician - Refrigerator,ELE/Q3103,4,0,0,0,4,0,4,1,8th Class+ 2 yrs/10th,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
771,QP-NOS,Electronics & Hardware,Field Technician - UPS and Inverter,ELE/Q7201,4,0,0,0,4,0,4,1,8th Class+ 2 yrs/10th,180.0,180.0,360.0,0.0,0.0,0.0,0.0,0,Yes,Yes,0,0,0,0,Cat 1 (Phase 1)
772,QP-NOS,Electronics & Hardware,Field Technician - Washing Machine,ELE/Q3106,4,0,0,0,4,0,4,1,8th Class+ 2 yrs/10th,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
773,QP-NOS,Electronics & Hardware,Final Assembly Operator - Magnetics,ELE/Q0114,3,0,0,0,3,0,3,1,12th Class/ITI/Diploma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
774,QP-NOS,Electronics & Hardware,Final Product QC Technician,ELE/Q4402,4,0,0,0,3,0,3,1,ITI/Diploma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
775,QP-NOS,Electronics & Hardware,Final Testing Technician,ELE/Q5402,4,0,0,0,3,0,3,1,ITI/Diploma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
776,QP-NOS,Electronics & Hardware,FPGA Design Engineer,ELE/Q8201,6,0,0,0,2,0,2,1,B.Tech,100.0,140.0,240.0,0.0,0.0,0.0,0.0,0,Yes,0,0,0,0,0,0
777,QP-NOS,Electronics & Hardware,Functional Tester ,ELE/Q7401,3,0,0,0,5,0,5,1,10th Class/ITI/Diploma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
778,QP-NOS,Electronics & Hardware,Functional Tester - Medical  Devices,ELE/Q7803,4,0,0,0,6,0,6,1,ITI/Diploma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
779,QP-NOS,Electronics & Hardware,Functional Tester - RAC,ELE/Q3601,4,0,0,0,4,0,4,1,10th Class/ITI/Diploma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
780,QP-NOS,Electronics & Hardware,Functional Tester - TV,ELE/Q3602,4,0,0,0,3,0,3,1,12th Class/ITI/Diploma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
781,QP-NOS,Electronics & Hardware,In-circuit Testing Machine Operator,ELE/Q6602,4,0,0,0,3,0,3,1,ITI/Diploma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
782,QP-NOS,Electronics & Hardware,Incoming Inspection Technician,ELE/Q6401,3,0,0,0,3,0,3,1,10th Class/ITI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
783,QP-NOS,Electronics & Hardware,Incoming QC Technician,ELE/Q4401,5,0,0,0,3,0,3,1,ITI/Diploma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
784,QP-NOS,Electronics & Hardware,Injection Molding Operator,ELE/Q3503,4,0,0,0,3,0,3,1,ITI/Diploma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
785,QP-NOS,Electronics & Hardware,Inner Layer and Pressing Operator ,ELE/Q2101,4,0,0,0,3,0,3,1,ITI/Diploma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
786,QP-NOS,Electronics & Hardware,In-process and Final Quality Engineer,ELE/Q5501,5,0,0,0,3,0,3,1,ITI/Diploma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
787,QP-NOS,Electronics & Hardware,Installation and Service Engineer,ELE/Q8001,4,0,0,0,7,0,7,1,ITI/Diploma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
788,QP-NOS,Electronics & Hardware,Installation Technician - Computing and Peripherals,ELE/Q4609,3,0,0,0,3,0,3,1,10th Class,120.0,180.0,300.0,0.0,0.0,0.0,0.0,0,Yes,Yes,0,0,0,0,Cat 1 (Phase 1)
789,QP-NOS,Electronics & Hardware,In-Store Demonstrator,ELE/Q3202,3,0,0,0,3,0,3,1,10th Class/Graduate,67.0,133.0,200.0,0.0,0.0,0.0,0.0,0,Yes,0,0,0,0,0,0
790,QP-NOS,Electronics & Hardware,IT Coordinator in School,ELE/Q4701,4,0,0,0,3,0,3,1,Diploma/BTech,180.0,180.0,360.0,0.0,0.0,0.0,0.0,0,Yes,Yes,0,0,0,0,Cat 1 (Phase 1)
791,QP-NOS,Electronics & Hardware,LED Light Design Engineer,ELE/Q9101,5,0,0,0,3,0,3,1,Diploma/BTech,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
792,QP-NOS,Electronics & Hardware,LED Light Design Validation Engineer,ELE/Q9102,5,0,0,0,3,0,3,1,Diploma/BTech,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
793,QP-NOS,Electronics & Hardware,LED Light Repair Technician,ELE/Q9302,4,0,0,0,3,0,3,1,ITI,180.0,180.0,360.0,0.0,0.0,0.0,0.0,0,Yes,Yes,Yes,Yes,Yes,Yes,0
794,QP-NOS,Electronics & Hardware,LED Luminaries Testing & Measurement Technician,ELE/Q9301,4,0,0,0,3,0,3,1,Diploma/BTech,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
795,QP-NOS,Electronics & Hardware,Machine Maintenance Technician,ELE/Q3701,4,0,0,0,4,0,4,1,ITI/Diploma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
796,QP-NOS,Electronics & Hardware,Maintenance Executive,ELE/Q2501,4,0,0,0,3,0,3,1,ITI/Diploma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
797,QP-NOS,Electronics & Hardware,Maintenance Technician,ELE/Q4501,4,0,0,0,4,0,4,1,ITI/Diploma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
798,QP-NOS,Electronics & Hardware,Manual Insertion Operator,ELE/Q5305,3,0,0,0,3,0,3,1,10th/12th Class,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
799,QP-NOS,Electronics & Hardware,Manual Soldering Technician,ELE/Q0105,3,0,0,0,3,0,3,1,12th Class/ITI,80.0,120.0,200.0,0.0,0.0,0.0,0.0,0,Yes,0,0,0,0,0,0
800,QP-NOS,Electronics & Hardware,Masking Machine Operator,ELE/Q0116,3,0,0,0,3,0,3,1,12th Class/ITI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
801,QP-NOS,Electronics & Hardware,Material Inspector,ELE/Q3401,4,0,0,0,2,0,2,1,10th/ Standard/ITI,80.0,120.0,200.0,0.0,0.0,0.0,0.0,0,Yes,0,0,0,0,0,0
802,QP-NOS,Electronics & Hardware,Mechanical Assembly Operator,ELE/Q9201,4,0,0,0,3,0,3,1,10th Class,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
803,QP-NOS,Electronics & Hardware,Mechanical Fitter,ELE/Q6302,4,0,0,0,3,0,3,1,12th Class/ITI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
804,QP-NOS,Electronics & Hardware,Mechanical Fitter – Control Panel,ELE/Q7303,3,0,0,0,3,0,3,1,12th Class/ITI/Diploma,80.0,120.0,200.0,0.0,0.0,0.0,0.0,0,Yes,0,0,0,0,0,0
805,QP-NOS,Electronics & Hardware,Mechanical Sub-assembly Technician,ELE/Q6304,4,0,0,0,3,0,3,1,12th Class/ITI/Diploma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
806,QP-NOS,Electronics & Hardware,Mobile Phone Hardware Repair Technician,ELE/Q8104,4,0,0,0,4,0,4,1,ITI,180.0,180.0,360.0,0.0,0.0,0.0,0.0,0,Yes,Yes,Yes,Yes,Yes,Yes,0
807,QP-NOS,Electronics & Hardware,Module Soldering Operator,ELE/Q5802,4,0,0,0,3,0,3,1,ITI/Diploma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
808,QP-NOS,Electronics & Hardware,AOI Machine Operator,ELE/Q5401,4,0,0,0,3,0,3,1,ITI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
809,QP-NOS,Electronics & Hardware,PCB Assembly Operator,ELE/Q7804,4,0,0,0,3,0,3,1,10th/12th Class/ITI/Diploma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
810,QP-NOS,Electronics & Hardware,PCB Design Engineer,ELE/Q8703,4,0,0,0,3,0,3,1,Diploma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
811,QP-NOS,Electronics & Hardware,Performance Tester ,ELE/Q7402,4,0,0,0,5,0,5,1,12th Class/ITI/Diploma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
812,QP-NOS,Electronics & Hardware,Performance Tester - TV,ELE/Q3607,4,0,0,0,3,0,3,1,12th Class/ITI/Diploma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
813,QP-NOS,Electronics & Hardware,Performance Tester -RACWO,ELE/Q3606,4,0,0,0,5,0,5,1,12th Class/ITI/Diploma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
814,QP-NOS,Electronics & Hardware,Physical Design Engineer,ELE/Q1401,5,0,0,0,2,0,2,1,"BE, Btech/Mtech",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
815,QP-NOS,Electronics & Hardware,Pick and Place Assembly Operator,ELE/Q5102,4,0,0,0,3,0,3,1,10th Class,85.0,215.0,300.0,0.0,0.0,0.0,0.0,0,Yes,Yes,0,0,0,0,0
816,QP-NOS,Electronics & Hardware,Potting and Curing Operator ,ELE/Q6603,4,0,0,0,3,0,3,1,ITI/Diploma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
817,QP-NOS,Electronics & Hardware,PPC Engineer,ELE/Q6201,5,0,0,0,3,0,3,1,Diploma/BE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
818,QP-NOS,Electronics & Hardware,Pre Sales Solar Technical Support Engineer,ELE/Q5602,5,0,0,0,4,0,4,1,Diploma in Electrical/Electronics,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
819,QP-NOS,Electronics & Hardware,Pressing Machine Operator,ELE/Q0106,3,0,0,0,3,0,3,1,12th Class/ITI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
820,QP-NOS,Electronics & Hardware,Product Engineer,ELE/Q4201,5,0,0,0,3,0,3,1,B.Tech,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
821,QP-NOS,Electronics & Hardware,Purchase Executive,ELE/Q5701,5,0,0,0,3,0,3,1,Graduate/Post Graduate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
822,QP-NOS,Electronics & Hardware,Purchase Executive-Medical Electronics,ELE/Q7701,4,0,0,0,3,0,3,1,ITI/Diploma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
823,QP-NOS,Electronics & Hardware,PV System Maintenance Technician,ELE/Q6001,4,0,0,0,3,0,3,1,"ITI/Diploma/BE, Btech,",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
824,QP-NOS,Electronics & Hardware,Quality Engineer,ELE/Q7901,5,0,0,0,5,0,5,1,"Diploma/BTech, BE",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
825,QP-NOS,Electronics & Hardware,Reflow -oven Soldering Operator,ELE/Q5304,3,0,0,0,3,0,3,1,10th/12th Class,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
826,QP-NOS,Electronics & Hardware,Reliability Tester ,ELE/Q7404,3,0,0,0,3,0,3,1,10th Class/ITI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
827,QP-NOS,Electronics & Hardware,Remote Helpdesk Technician,ELE/Q4604,3,0,0,0,3,0,3,1,Diploma/BE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
828,QP-NOS,Electronics & Hardware,Repair Assistant Switches,ELE/Q8103,4,0,0,0,3,0,3,1,10th Class/ITI/Diploma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
829,QP-NOS,Electronics & Hardware,Routing Operator ,ELE/Q2103,4,0,0,0,3,0,3,1,ITI/Diploma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
830,QP-NOS,Electronics & Hardware,Safety Testing Technician - RACWO,ELE/Q3605,3,0,0,0,5,0,5,1,10th Class/ITI/Diploma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
831,QP-NOS,Electronics & Hardware,Safety Tester - TV,ELE/Q3603,3,0,0,0,3,0,3,1,10th Class/ITI/Diploma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
832,QP-NOS,Electronics & Hardware,Safety Testing Technician ,ELE/Q7403,3,0,0,0,3,0,3,1,10th Class/ITI/Diploma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
833,QP-NOS,Electronics & Hardware,Sales Executive,ELE/Q5601,5,0,0,0,3,0,3,1,Graduate/BE/Post Graduate,96.0,144.0,240.0,0.0,0.0,0.0,0.0,0,Yes,0,0,0,0,0,0
834,QP-NOS,Electronics & Hardware,Sales Executive-Consumer Electronics,ELE/Q3201,4,0,0,0,3,0,3,1,Graduate/BE/Post Graduate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
835,QP-NOS,Electronics & Hardware,Sales Executive-IT Hardware,ELE/Q4101,4,0,0,0,3,0,3,1,Graduate/BE/Post Graduate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
